Source,Target,Weight
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151838662404.jpg,One-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151838662404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151838662404.jpg,Turning Right,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151838662404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151838662404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151838662404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151838662404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Construction,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Overcast,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Bike Lane,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Road Work,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Bike Lane Sign,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Multiple,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,True,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Sedan,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Van,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,SUV,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Construction Vehicles,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,In Motion,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Parked,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,False,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Two-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Moving,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151842512404.jpg,4,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Industrial,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Cloudy,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,1,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Not Clearly Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Not Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Few,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,False,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Truck,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Parked,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,One-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Moving,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Reduced,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Clouds,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151858112404.jpg,3,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Construction,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Overcast,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,1,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Not Clearly Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Road Work,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Yield,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Multiple,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,False,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Truck,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Van,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Construction Vehicles,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Parked,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,One-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Waiting,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151859762404.jpg,3,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Industrial,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Cloudy,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,1,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Not Clearly Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,No Parking,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Few,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,True,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Sedan,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,In Motion,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Multiple,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,One-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Moving,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151863762404.jpg,4,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Industrial,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Overcast,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,NoSign,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Few,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,True,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Sedan,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Truck,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,In Motion,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Visible on Sidewalk,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,False,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Two-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Moving,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151865162404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Urban,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Cloudy,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Street Parking,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Not Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Few,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,True,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Bus,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Sedan,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,SUV,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,In Motion,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Parked,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Two-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Moving,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883112404.jpg,3,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Industrial,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Overcast,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Street Parking,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Parking Sign,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Multiple,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,True,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,SUV,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Sedan,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Truck,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,In Motion,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Parked,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Passenger Exiting,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,False,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Two-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Moving,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151883412404.jpg,3,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Urban,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Cloudy,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Street Parking,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Not Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Few,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,True,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Sedan,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Minivan,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Truck,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,In Motion,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Parked,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Two-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Moving,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151885762404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Industrial,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Overcast,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Street Parking,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Parking Sign,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Few,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,True,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Truck,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Sedan,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,In Motion,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Parked,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Visible on Sidewalk,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,False,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Two-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Moving,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151888512404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Urban,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Cloudy,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Pedestrian Crossing,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Few,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,True,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Truck,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Sedan,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,SUV,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,In Motion,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Two-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Moving,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151892362404.jpg,3,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Industrial,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Overcast,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Street Parking,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,NoSign,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Few,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,True,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,SUV,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Truck,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Van,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,In Motion,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Parked,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Visible on Sidewalk,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,False,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Two-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Moving,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151896762404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Urban,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Daytime,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Cloudy,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Dry,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,2,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,None,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Not Visible,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Few,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,True,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Van,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Sedan,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,In Motion,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Two-Way,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Forward,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Moving,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Good,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,NoImpairments,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,Clear,1
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151900412404.jpg,2,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Industrial,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Daytime,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Overcast,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Dry,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,2,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Visible,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Street Parking,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,No Parking,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,None,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Few,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,False,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Sedan,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Parked,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,One-Way,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Forward,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Waiting,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Good,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,NoImpairments,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,Clear,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153245412404.jpg,1,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153255662404.jpg,Industrial,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153255662404.jpg,Daytime,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153255662404.jpg,Overcast,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153255662404.jpg,Dry,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153255662404.jpg,2,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153255662404.jpg,Visible,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153255662404.jpg,Street Parking,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153255662404.jpg,No Parking,1
n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153255662404.jpg,None,1
