Source,Target
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,Traffic Light
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,Stopped at Intersection
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,Making a Right Turn
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,Turning right
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151184112404.jpg,2
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Bus Stop
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Van
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Bus
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Cars
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Visible on Sidewalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151188612404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Not Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151190862404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Crosswalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Bus Stop
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Green
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Cars
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151197262404.jpg,2
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Traffic Light
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Green
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151199762404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Cars
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Visible on Sidewalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151203612404.jpg,2
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Not Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Visible on Sidewalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151205112404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Bus Stop
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Cars
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Visible on Sidewalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151207112404.jpg,2
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Traffic Light
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151210662404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Bus Stop
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Cars
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Visible on Sidewalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151212012404.jpg,2
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Traffic Light
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151213762404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Bus Stop
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Commercial Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Stopped
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Visible on Sidewalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151215762404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Traffic Light
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,In Queue
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Visible on Sidewalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151217512404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Bus Stop
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Commercial Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Stopped
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Parked
